item_id,item_name,category,item_condition,starting_price,final_price,bids_count,auction_duration,seller_rating,buyer_region
2003,Vintage Watch,Jewelry,3,278.77,2854.53,52,11,4.1,Asia
2004,Sneakers,Clothing,2,162.55,2564.01,75,14,4.6,North America
2005,Action Figure,Clothing,3,467.93,2703.8,69,25,2.4,Europe
2006,Backpack,Books,4,56.77,86.5,8,5,2.7,Africa
2007,Luggage Set,Furniture,4,346.61,2011.42,10,60,3.8,Asia
2008,Designer Handbag,Electronics,2,306.72,1713.09,40,8,1.3,Europe
2009,Camera Lens,Art,4,147.45,1637.19,46,12,4.4,South America
2010,Dining Table,Art,3,385.57,4161.86,41,31,3.6,Europe
2011,Dining Table,Furniture,1,329.51,1069.02,72,52,4.1,North America
2012,Tablet,Electronics,2,206.35,4456.49,4,70,4.4,Africa
2013,Smart Thermostat,Books,4,344.43,1504.08,52,60,2.5,Africa
2014,Sneakers,Books,2,482.63,871.64,100,24,2.6,Asia
2015,Designer Handbag,Art,4,126.0,2574.91,95,14,3.9,Australia
2016,Smartwatch,Books,3,220.27,2183.11,95,25,4.5,Australia
2017,Desk Lamp,Jewelry,4,335.95,1068.46,4,43,3.9,North America
2018,LED TV,Electronics,1,138.22,1316.46,24,35,3.5,Australia
2019,Portable Charger,Clothing,1,221.22,1369.71,45,2,2.4,Australia
2020,Action Figure,Jewelry,4,112.95,606.03,24,3,1.6,North America
2021,Coffee Maker,Electronics,2,201.58,725.37,4,5,3.6,Europe
2022,Action Figure,Electronics,2,41.04,2765.54,12,48,1.7,South America
2023,Cookware Set,Art,4,414.04,247.88,76,58,1.4,Africa
2024,Designer Handbag,Electronics,3,211.8,3130.05,90,57,3.1,Australia
2025,LED TV,Electronics,2,42.96,2318.92,3,24,3.7,Europe
2026,4K Projector,Books,3,61.89,804.17,27,14,4.3,Europe
2027,Baby Stroller,Books,1,270.23,3955.99,97,36,4.4,South America
2028,Dining Table,Electronics,3,262.85,2393.43,6,4,5.0,Asia
2029,Mountain Bike,Clothing,2,207.63,2672.32,19,60,4.9,Europe
2030,Smartphone,Furniture,4,408.86,3854.74,33,4,1.9,Europe
2031,Mountain Bike,Jewelry,3,394.72,1532.62,64,69,4.6,North America
2032,Laptop,Jewelry,2,315.69,1605.89,54,7,2.2,South America
2033,Robot Vacuum,Jewelry,4,50.42,3882.22,30,63,1.5,North America
2034,Fitness Tracker,Clothing,1,381.2,1064.52,49,20,3.1,Australia
2035,E-Reader,Art,2,160.65,1520.21,89,61,1.8,South America
2036,Fitness Tracker,Furniture,4,44.47,2076.41,10,16,4.1,South America
2037,Tablet,Clothing,1,200.86,4407.26,7,12,3.2,Africa
2038,Tablet,Art,1,209.08,3226.6,100,42,5.0,Asia
2039,Leather Jacket,Furniture,1,389.32,4193.18,20,27,2.5,Europe
2040,Bookshelf,Furniture,4,349.08,4008.82,4,62,1.7,Africa
2041,Collectible Coin,Clothing,1,59.27,2005.91,66,9,4.2,South America
2042,Board Game,Jewelry,4,488.42,2345.72,76,51,3.1,Europe
2043,Designer Handbag,Clothing,4,66.63,4651.59,92,47,1.0,South America
2044,Desk Lamp,Art,2,288.49,527.88,80,67,1.9,Europe
2045,Leather Jacket,Art,1,88.93,1527.91,54,44,1.8,Asia
2046,Board Game,Art,1,380.54,985.81,24,36,3.5,South America
2047,4K Projector,Jewelry,2,137.71,2246.74,49,53,1.6,Europe
2048,Robot Vacuum,Electronics,2,345.42,4810.06,17,54,1.0,Asia
2049,Sneakers,Electronics,2,477.53,722.46,37,14,4.2,Australia
2050,4K Projector,Art,1,499.3,4412.39,79,47,4.3,Australia
2051,Winter Coat,Jewelry,3,372.06,42.22,51,72,4.7,Africa
2052,Winter Coat,Furniture,4,491.88,4855.11,98,39,2.5,Asia
2053,Action Figure,Furniture,3,274.58,3831.76,16,8,4.6,Africa
2054,Mountain Bike,Art,1,102.81,1833.56,48,63,1.7,Australia
2055,Leather Jacket,Art,4,277.6,1366.32,9,17,4.3,South America
2056,4K Projector,Art,1,226.27,3387.6,2,35,2.8,Africa
2057,4K Projector,Clothing,4,235.73,1911.49,4,12,3.7,Asia
2058,Collectible Coin,Art,1,256.43,579.6,37,37,2.1,North America
2059,Espresso Machine,Jewelry,2,307.79,606.86,27,36,3.4,South America
2060,Laptop,Furniture,1,487.75,3223.15,78,4,4.0,South America
2061,4K Projector,Furniture,2,384.99,587.72,97,44,1.8,Asia
2062,Robot Vacuum,Clothing,4,367.71,795.59,39,39,1.8,South America
2063,Diamond Ring,Jewelry,2,391.63,922.42,100,3,1.1,Australia
2064,Action Figure,Furniture,4,267.61,2452.65,24,44,1.9,Africa
2065,Leather Jacket,Jewelry,3,252.72,3883.54,95,7,2.0,Europe
2066,Action Figure,Clothing,2,43.33,4066.65,75,64,3.6,Asia
2067,Gaming Console,Clothing,1,349.65,3077.22,91,35,3.4,South America
2068,Collectible Coin,Jewelry,2,381.54,930.53,15,65,3.2,Europe
2069,Leather Jacket,Furniture,2,210.89,2440.67,93,46,3.8,South America
2070,Backpack,Books,4,10.94,791.12,17,49,2.0,North America
2071,Bluetooth Speaker,Electronics,1,298.25,2342.36,30,25,3.9,Asia
2072,Electric Guitar,Books,2,320.82,2631.99,83,30,4.0,Australia
2073,Designer Handbag,Clothing,1,461.7,2099.89,81,11,2.3,Africa
2074,Fitness Tracker,Clothing,1,231.57,3567.19,79,46,3.5,North America
2075,Collectible Coin,Jewelry,1,490.91,3060.51,65,59,2.4,Africa
2076,Smartwatch,Jewelry,4,163.14,3761.05,33,28,4.9,Africa
2077,4K Projector,Electronics,4,37.14,4793.36,39,59,1.8,Africa
2078,Fitness Tracker,Jewelry,2,110.65,4857.79,65,67,1.4,Europe
2079,Winter Coat,Electronics,4,466.69,2640.96,97,35,3.2,Asia
2080,Wireless Headphones,Electronics,4,228.13,4450.2,81,44,4.5,Europe
2081,Diamond Ring,Furniture,2,274.88,23.1,10,21,4.6,Australia
2082,Board Game,Furniture,4,163.13,1118.5,83,22,4.9,Australia
2083,Espresso Machine,Electronics,4,383.08,1529.42,85,54,4.5,Asia
2084,Canvas Painting,Books,4,95.41,1666.93,72,28,1.7,Europe
2085,Camera Lens,Books,2,10.88,3511.3,39,19,1.3,North America
2086,Designer Handbag,Furniture,1,215.28,3055.9,35,26,1.8,North America
2087,Robot Vacuum,Art,4,397.08,1762.33,80,58,1.5,South America
2088,Coffee Maker,Electronics,4,173.51,3094.11,81,40,2.2,Europe
2089,Collectible Coin,Furniture,4,382.61,993.17,27,16,2.8,South America
2090,Leather Jacket,Furniture,4,187.53,2623.23,46,36,4.8,Australia
2091,Winter Coat,Furniture,1,483.17,1485.46,12,65,3.3,North America
2092,Smartwatch,Furniture,1,254.15,4211.37,30,56,2.9,Africa
2093,Fitness Tracker,Books,2,390.4,1697.74,72,63,1.9,Europe
2094,Winter Coat,Jewelry,2,213.93,2857.85,4,43,4.4,Australia
2095,Canvas Painting,Jewelry,1,325.0,4396.51,24,11,3.8,Asia
2096,Wall Art,Clothing,1,356.84,1630.61,51,36,2.2,North America
2097,Luggage Set,Furniture,4,301.25,2758.3,33,21,4.3,South America
2098,Bluetooth Speaker,Art,2,131.43,2641.61,60,62,3.7,Africa
2099,Gaming Console,Clothing,3,251.04,1909.83,27,4,2.7,North America
2100,Laptop,Art,3,59.08,4275.23,24,24,3.3,Australia
2101,Bluetooth Speaker,Clothing,4,288.02,4304.5,26,72,4.6,Australia
2102,Espresso Machine,Jewelry,1,402.96,4298.78,96,21,2.5,South America
2103,Board Game,Clothing,2,297.92,2859.83,79,51,4.0,Asia
2104,Wireless Headphones,Books,4,346.71,4920.72,98,6,3.2,South America
2105,Collectible Coin,Electronics,2,340.29,4988.07,23,62,2.5,Australia
2106,Leather Jacket,Jewelry,2,342.53,3880.16,93,12,3.2,Europe
2107,Electric Guitar,Electronics,3,175.06,1968.91,59,62,1.9,South America
2108,LED TV,Furniture,4,159.03,4337.83,44,28,2.3,Asia
2109,Coffee Maker,Furniture,2,363.63,1098.77,37,59,3.8,Africa
2110,Wall Art,Art,2,413.5,3392.73,88,12,2.5,Africa
2111,Dining Table,Books,4,91.11,2060.01,86,18,4.4,Europe
2112,Sofa,Electronics,4,174.96,1972.95,94,33,4.1,North America
2113,Robot Vacuum,Clothing,4,105.89,203.97,30,43,2.2,South America
2114,Collectible Coin,Books,1,432.17,2722.65,61,24,4.7,Australia
2115,Robot Vacuum,Books,4,173.67,3486.1,53,66,4.7,Africa
2116,Coffee Maker,Electronics,2,450.14,2336.14,20,66,3.0,Europe
2117,Winter Coat,Furniture,4,369.7,4746.32,25,49,1.2,North America
2118,Designer Handbag,Furniture,2,44.14,4794.37,100,26,4.0,South America
2119,Board Game,Art,4,416.54,4930.14,66,47,4.8,North America
2120,Mountain Bike,Books,3,206.42,4327.86,100,49,3.0,Africa
2121,Collectible Coin,Art,1,42.33,4824.26,91,29,4.6,Australia
2122,4K Projector,Books,4,495.48,979.4,5,23,2.2,Africa
2123,Espresso Machine,Furniture,3,483.18,719.93,2,21,1.7,North America
2124,Electric Guitar,Books,1,429.1,2743.7,38,64,1.1,South America
2125,Smartphone,Art,3,466.05,166.12,31,2,1.3,Asia
2126,Camera Lens,Furniture,3,96.27,1310.54,32,22,3.3,Asia
2127,Smart Thermostat,Jewelry,1,96.95,1362.18,53,38,2.1,Australia
2128,Wall Art,Books,4,313.09,2331.76,57,47,3.3,Australia
2129,Dog Bed,Furniture,3,124.7,4351.5,62,23,3.4,Africa
2130,Leather Jacket,Jewelry,2,166.94,1776.01,82,45,2.8,Australia
2131,Portable Charger,Electronics,2,295.0,3255.75,18,51,1.4,Africa
2132,LED TV,Clothing,1,212.64,112.6,4,43,3.3,Africa
2133,Portable Charger,Electronics,1,75.93,3740.79,22,40,1.5,South America
2134,Espresso Machine,Clothing,3,366.57,543.47,65,38,2.4,Europe
2135,Smartphone,Furniture,1,39.4,4531.41,26,59,2.8,Europe
2136,Dog Bed,Clothing,4,250.46,4157.14,30,9,2.3,Asia
2137,Tablet,Jewelry,2,370.49,3881.3,33,70,3.1,Africa
2138,Wall Art,Electronics,3,255.96,1125.43,30,1,2.9,Africa
2139,4K Projector,Books,3,473.64,1280.89,83,63,2.6,Europe
2140,Smartphone,Clothing,1,463.52,1689.43,21,2,2.7,North America
2141,Luggage Set,Art,4,301.08,3174.14,6,34,3.1,Asia
2142,Bookshelf,Electronics,2,61.91,3334.42,73,67,4.7,Asia
2143,Board Game,Electronics,3,66.1,4992.36,33,21,4.6,Africa
2144,Leather Jacket,Books,2,14.33,2266.26,72,3,3.3,Asia
2145,Sneakers,Clothing,4,390.31,1100.01,82,13,3.8,Asia
2146,Fitness Tracker,Clothing,4,74.66,670.18,15,52,4.9,Asia
2147,E-Reader,Books,4,490.76,2821.52,52,52,2.2,Australia
2148,Robot Vacuum,Books,2,56.63,188.54,18,10,1.4,South America
2149,4K Projector,Jewelry,3,346.45,2810.83,84,48,2.0,Africa
2150,Wireless Headphones,Electronics,3,111.71,2616.99,88,28,1.2,South America
2151,E-Reader,Clothing,3,336.01,3179.9,15,69,1.3,South America
2152,Wall Art,Art,2,470.4,1061.18,88,55,4.5,North America
2153,Smartphone,Clothing,4,418.85,521.27,79,57,1.5,North America
2154,Bookshelf,Electronics,2,411.44,2788.34,4,59,4.0,North America
2155,Bookshelf,Clothing,4,184.77,3737.43,1,8,4.0,South America
2156,Smartphone,Furniture,4,333.27,4764.59,8,66,2.9,Europe
2157,Smartphone,Jewelry,3,24.97,3681.98,29,69,1.3,Europe
2158,Tablet,Books,1,246.55,3364.48,21,45,4.1,Africa
2159,Smartwatch,Art,3,374.13,3799.06,10,56,4.1,Africa
2160,Vintage Watch,Art,4,321.59,1510.68,75,42,2.1,Asia
2161,Board Game,Furniture,3,69.31,1464.29,4,53,2.1,Africa
2162,Winter Coat,Clothing,1,365.28,1760.2,47,65,2.7,South America
2163,Antique Vase,Jewelry,1,471.56,3081.02,48,47,1.7,Asia
2164,Luggage Set,Furniture,1,288.9,4005.27,80,65,2.7,Europe
2165,Leather Jacket,Art,2,287.62,2341.77,87,15,1.7,South America
2166,Action Figure,Books,3,10.0,3699.5,96,52,2.1,Europe
2167,LED TV,Books,4,303.93,697.42,6,30,2.1,South America
2168,Smartwatch,Jewelry,4,86.28,2901.73,47,69,4.5,Africa
2169,Sofa,Books,1,177.84,2414.17,61,17,4.3,Africa
2170,Wall Art,Electronics,4,129.93,1292.16,84,9,4.2,Europe
2171,Tablet,Electronics,1,308.92,4036.73,42,1,2.9,South America
2172,Collectible Coin,Furniture,1,354.95,1439.51,71,38,2.9,Europe
2173,Wall Art,Furniture,1,227.3,677.71,15,8,2.5,Europe
2174,Dog Bed,Books,1,415.77,2522.84,99,45,1.1,Europe
2175,Robot Vacuum,Electronics,1,22.96,2912.33,81,59,4.4,Europe
2176,LED TV,Electronics,4,183.41,2155.45,39,37,4.5,Europe
2177,Gaming Console,Furniture,3,261.98,4842.07,5,19,1.3,Europe
2178,Electric Guitar,Jewelry,3,350.95,3371.37,72,56,2.2,South America
2179,4K Projector,Jewelry,3,479.44,3150.05,13,51,2.4,Africa
2180,Desk Lamp,Electronics,1,370.94,711.28,100,4,3.8,South America
2181,Canvas Painting,Electronics,4,25.1,4495.68,82,9,1.4,Asia
2182,Wireless Headphones,Furniture,4,420.59,198.69,15,24,3.5,North America
2183,Smartwatch,Art,1,221.22,4036.74,14,42,4.1,Africa
2184,Luggage Set,Jewelry,2,366.57,4982.74,4,72,4.7,Europe
2185,Camera Lens,Jewelry,3,458.14,3309.54,15,55,3.1,Australia
2186,Dog Bed,Jewelry,2,259.83,1910.45,69,35,2.8,South America
2187,Coffee Maker,Electronics,3,27.95,382.13,41,60,2.6,Africa
2188,Portable Charger,Electronics,1,209.91,166.38,65,56,2.4,Europe
2189,Dog Bed,Books,4,33.36,1401.35,14,3,2.3,Europe
2190,Tablet,Art,1,265.2,1244.98,47,42,3.7,Africa
2191,E-Reader,Clothing,2,142.42,1406.55,19,47,4.2,Australia
2192,Winter Coat,Art,1,353.1,3627.5,76,12,1.5,Europe
2193,Portable Charger,Books,4,37.87,693.79,57,42,3.1,Europe
2194,Leather Jacket,Furniture,3,73.53,4521.36,5,18,3.6,Europe
2195,Laptop,Art,4,221.72,1820.06,58,55,4.6,Asia
2196,Collectible Coin,Electronics,2,212.31,3512.93,27,17,3.0,North America
2197,Collectible Coin,Art,1,304.64,2090.06,14,55,3.7,North America
2198,Sofa,Electronics,2,122.3,2980.08,55,25,2.9,Asia
2199,Collectible Coin,Clothing,1,254.42,500.0,52,43,1.8,North America
2200,Mountain Bike,Jewelry,3,273.9,1022.01,6,18,3.1,Africa
2201,Baby Stroller,Electronics,3,68.84,4166.46,31,41,4.7,Asia
2202,Robot Vacuum,Electronics,1,361.76,235.41,57,31,2.1,South America
2203,Winter Coat,Books,3,244.88,4036.88,44,14,4.8,Australia
2204,Canvas Painting,Books,4,365.05,4680.18,10,50,2.2,North America
2205,Smartphone,Furniture,1,346.11,2524.82,84,38,3.5,Asia
2206,Smartphone,Electronics,2,478.59,4698.04,63,47,4.1,Africa
2207,Antique Vase,Books,1,252.18,3368.91,100,60,4.3,Africa
2208,Fitness Tracker,Jewelry,2,276.54,3214.11,98,17,1.6,Africa
2209,Smartphone,Art,3,218.25,190.16,35,28,1.1,South America
2210,Dining Table,Art,1,144.2,4073.08,36,40,4.3,South America
2211,Laptop,Furniture,2,383.77,4059.05,92,12,1.5,Africa
2212,Laptop,Jewelry,2,458.39,4432.2,35,49,2.2,South America
2213,Smartphone,Furniture,3,122.31,1178.17,22,17,3.1,Europe
2214,Fitness Tracker,Books,3,158.15,3969.39,99,15,3.5,Australia
2215,Backpack,Furniture,4,68.72,917.52,77,15,4.3,North America
2216,Camera Lens,Jewelry,1,80.17,2318.59,33,8,4.6,North America
2217,Collectible Coin,Electronics,2,460.46,3930.64,17,40,1.3,Asia
2218,Dining Table,Art,1,171.64,4900.41,84,4,4.5,Europe
2219,Laptop,Electronics,1,136.18,4947.66,87,28,3.2,North America
2220,Smart Thermostat,Clothing,4,332.67,1059.87,75,28,1.2,South America
2221,Laptop,Electronics,1,464.18,4103.82,75,55,2.3,Africa
2222,Collectible Coin,Jewelry,2,312.56,277.87,49,47,3.2,Europe
2223,Collectible Coin,Electronics,2,76.38,676.13,77,69,3.5,Australia
2224,Wireless Headphones,Books,1,169.92,1007.96,76,25,4.8,Europe
2225,Canvas Painting,Art,4,441.76,2276.22,46,24,2.3,South America
2226,Bluetooth Speaker,Books,4,391.57,4158.93,97,12,1.8,Australia
2227,Wall Art,Electronics,4,419.4,4557.76,40,48,1.3,North America
2228,Mountain Bike,Jewelry,4,312.26,1161.68,96,38,1.9,Asia
2229,Desk Lamp,Jewelry,1,350.81,3277.69,18,52,4.6,North America
2230,Portable Charger,Art,1,472.45,2877.56,81,66,2.9,South America
2231,Tablet,Jewelry,1,482.46,1017.32,46,29,1.5,Europe
2232,Sneakers,Electronics,1,171.11,187.83,50,61,3.3,North America
2233,Tablet,Jewelry,3,343.93,4732.34,79,57,2.7,Asia
2234,Camera Lens,Clothing,4,190.51,4438.58,77,28,3.3,North America
2235,Desk Lamp,Art,1,212.7,1188.74,90,57,2.6,Australia
2236,Sneakers,Clothing,2,423.84,4125.11,50,9,2.0,Australia
2237,Gaming Console,Art,1,269.18,2312.66,42,8,3.7,Australia
2238,Sofa,Furniture,2,343.38,282.63,68,46,4.2,North America
2239,Vintage Watch,Electronics,1,458.54,2587.95,46,11,4.0,Africa
2240,Designer Handbag,Art,2,291.34,1536.72,15,18,3.0,Europe
2241,Antique Vase,Art,1,434.14,1547.77,38,35,2.9,Africa
2242,Leather Jacket,Art,3,86.56,209.43,39,45,3.3,Australia
2243,Cookware Set,Electronics,2,470.89,1394.85,41,39,3.8,South America
2244,Desk Lamp,Art,3,237.8,600.68,30,21,2.6,Australia
2245,Wireless Headphones,Art,3,124.43,4191.13,29,34,1.1,Europe
2246,Baby Stroller,Clothing,3,255.17,3530.4,66,44,3.6,South America
2247,Collectible Coin,Furniture,4,297.45,3626.17,82,41,1.9,Europe
2248,Wireless Headphones,Jewelry,2,308.29,1114.5,68,31,1.0,Europe
2249,Sofa,Furniture,3,476.48,1745.82,28,25,3.4,North America
2250,Mountain Bike,Books,1,134.76,1362.36,87,10,1.6,Australia
2251,Mountain Bike,Clothing,3,423.29,4824.34,9,9,4.1,North America
2252,Smartphone,Jewelry,3,170.7,4932.54,26,14,4.5,Africa
2253,Coffee Maker,Art,1,13.75,2772.42,47,3,1.6,Australia
2254,Board Game,Clothing,1,353.93,3054.08,18,12,4.2,Australia
2255,LED TV,Furniture,1,132.72,3315.87,81,51,2.8,Asia
2256,Bluetooth Speaker,Clothing,3,419.9,2456.16,53,39,1.3,North America
2257,Smartphone,Books,1,451.31,1173.19,75,42,3.0,Australia
2258,Bluetooth Speaker,Books,1,222.6,30.01,43,70,3.8,South America
2259,Smart Thermostat,Books,2,71.44,3492.12,51,71,3.7,Africa
2260,Fitness Tracker,Jewelry,1,476.66,4246.6,41,58,2.9,Australia
2261,Vintage Watch,Jewelry,2,26.83,136.5,59,71,3.9,Europe
2262,Mountain Bike,Books,1,266.83,3212.0,56,35,4.2,Asia
2263,LED TV,Jewelry,2,16.36,3598.72,70,25,2.0,South America
2264,Dining Table,Books,1,153.11,4709.92,75,72,2.8,Australia
2265,Diamond Ring,Electronics,3,178.78,4813.03,30,28,2.7,Europe
2266,Sofa,Clothing,4,343.14,3594.09,57,30,1.1,Africa
2267,Robot Vacuum,Books,3,289.75,3287.12,77,60,2.5,South America
2268,Wall Art,Art,2,111.04,1508.56,40,60,3.6,Europe
2269,Diamond Ring,Clothing,3,234.89,3150.82,86,70,3.2,North America
2270,Designer Handbag,Furniture,3,61.62,3140.53,11,60,1.6,North America
2271,Diamond Ring,Electronics,3,44.57,1468.98,97,54,1.6,Africa
2272,Diamond Ring,Art,3,89.77,880.83,42,46,4.0,Australia
2273,E-Reader,Electronics,4,412.35,1869.09,13,31,1.3,Africa
2274,Bluetooth Speaker,Furniture,3,243.59,3942.76,96,10,4.6,Europe
2275,Bookshelf,Books,1,239.38,1108.12,3,44,4.9,Europe
2276,Action Figure,Art,2,391.7,4034.22,51,53,4.2,Europe
2277,Board Game,Furniture,3,270.49,2159.14,1,49,4.9,Europe
2278,Leather Jacket,Clothing,2,318.75,3948.25,26,52,3.5,Africa
2279,Bluetooth Speaker,Electronics,1,124.41,4110.18,83,32,4.9,Europe
2280,Backpack,Clothing,2,67.83,4081.47,56,33,3.0,Asia
2281,Electric Guitar,Furniture,3,493.88,4826.6,79,71,1.6,Europe
2282,Designer Handbag,Clothing,2,399.65,1883.84,13,67,1.6,Asia
2283,Vintage Watch,Clothing,1,257.24,2562.06,34,64,1.0,Australia
2284,Dog Bed,Art,3,206.85,1153.79,85,37,3.1,South America
2285,Smart Thermostat,Books,2,193.48,1812.15,88,45,4.0,Australia
2286,Smart Thermostat,Clothing,3,489.71,137.38,16,38,1.1,Australia
2287,Board Game,Electronics,4,181.74,3400.3,14,34,1.4,Australia
2288,Sneakers,Art,4,94.56,3245.77,56,28,1.4,North America
2289,Bookshelf,Art,1,352.3,146.05,81,40,5.0,Africa
2290,Collectible Coin,Clothing,4,485.99,175.04,47,55,3.6,North America
2291,Sneakers,Jewelry,2,422.27,3867.41,49,55,3.7,Australia
2292,Wall Art,Jewelry,3,253.69,1703.36,10,38,2.4,North America
2293,Gaming Console,Books,1,218.06,1418.89,72,5,1.0,South America
2294,Portable Charger,Books,2,420.02,1540.57,67,61,2.6,Asia
2295,Collectible Coin,Electronics,4,96.75,4373.96,81,71,1.3,North America
2296,Bookshelf,Clothing,3,349.22,4251.68,51,40,2.5,North America
2297,4K Projector,Clothing,4,425.62,583.32,70,3,4.9,Australia
2298,Backpack,Furniture,3,425.77,2478.22,61,58,2.5,Australia
2299,Winter Coat,Furniture,2,108.05,598.11,92,7,4.1,Asia
2300,Luggage Set,Electronics,1,29.86,3694.9,2,4,1.8,Africa
2301,Robot Vacuum,Art,4,239.7,857.97,1,28,1.6,Africa
2302,Collectible Coin,Jewelry,4,394.23,267.8,7,17,1.4,South America
2303,Winter Coat,Furniture,2,54.42,931.22,99,46,4.8,Australia
2304,Laptop,Jewelry,2,159.09,4523.03,85,27,3.4,North America
2305,Fitness Tracker,Furniture,3,373.55,686.71,90,12,1.2,Australia
2306,Bookshelf,Electronics,2,254.45,1903.24,47,35,1.9,Africa
2307,Backpack,Clothing,4,103.29,4272.88,30,38,1.1,Australia
2308,Canvas Painting,Art,4,96.6,1956.45,35,62,3.8,Africa
2309,Leather Jacket,Electronics,2,329.28,1320.2,68,23,3.8,North America
2310,Canvas Painting,Furniture,2,37.43,1616.23,85,35,3.2,South America
2311,Tablet,Books,1,249.36,591.54,73,14,2.6,Australia
2312,Smartphone,Art,4,217.61,4049.44,98,25,2.8,Asia
2313,Electric Guitar,Jewelry,3,464.71,4236.72,14,52,5.0,Africa
2314,Backpack,Books,2,94.71,204.47,75,43,4.6,North America
2315,Robot Vacuum,Art,4,62.77,2674.08,70,59,2.6,Asia
2316,Leather Jacket,Jewelry,2,93.42,4861.62,31,14,1.6,North America
2317,Dining Table,Furniture,1,317.42,2017.69,35,50,2.2,Africa
2318,Laptop,Electronics,2,284.92,229.99,22,19,3.3,Australia
2319,Dining Table,Furniture,3,226.68,92.66,46,4,3.2,Europe
2320,Gaming Console,Jewelry,3,93.71,1990.2,69,48,1.3,Europe
2321,Vintage Watch,Furniture,3,447.72,4987.1,63,16,1.1,North America
2322,Desk Lamp,Clothing,1,251.75,4810.62,24,53,2.7,South America
2323,Dog Bed,Art,4,389.14,235.72,20,20,3.1,South America
2324,Action Figure,Jewelry,4,260.66,792.04,17,13,4.6,Europe
2325,Antique Vase,Furniture,1,79.51,4147.98,13,36,2.9,South America
2326,Portable Charger,Clothing,3,73.92,3240.31,35,11,3.0,Africa
2327,Action Figure,Electronics,1,412.77,357.1,77,33,3.4,North America
2328,Espresso Machine,Electronics,4,78.4,2137.21,12,69,2.9,Africa
2329,Board Game,Books,2,253.52,1880.65,18,66,3.2,Europe
2330,Gaming Console,Clothing,3,410.8,350.75,100,42,1.4,Africa
2331,Dog Bed,Electronics,3,161.27,2556.33,72,72,1.8,Asia
2332,Coffee Maker,Jewelry,3,473.79,1180.81,13,38,1.3,Africa
2333,Designer Handbag,Furniture,3,375.28,3855.8,80,52,3.1,Europe
2334,Bookshelf,Electronics,1,303.25,4222.4,89,14,2.6,Africa
2335,Designer Handbag,Jewelry,4,36.12,4069.46,10,44,2.7,Australia
2336,Smart Thermostat,Books,1,482.27,1489.9,61,8,4.5,Europe
2337,Robot Vacuum,Books,3,351.18,2615.09,83,61,3.1,Africa
2338,Winter Coat,Clothing,2,394.34,1411.09,96,63,4.7,Asia
2339,Smart Thermostat,Jewelry,1,395.98,3706.51,29,64,1.2,Asia
2340,Bluetooth Speaker,Jewelry,1,55.29,4308.53,29,71,4.5,South America
2341,Mountain Bike,Clothing,3,196.79,1825.57,83,5,3.9,Europe
2342,Robot Vacuum,Jewelry,2,309.64,1025.21,66,38,4.7,Asia
2343,Wireless Headphones,Jewelry,4,98.02,3066.28,9,49,2.8,South America
2344,Sneakers,Electronics,3,215.12,4144.67,74,20,3.3,North America
2345,Portable Charger,Electronics,2,498.33,999.06,10,30,3.1,Australia
2346,Bookshelf,Books,4,70.76,4131.77,9,24,2.9,North America
2347,E-Reader,Jewelry,4,439.3,3687.74,87,70,5.0,Asia
2348,Board Game,Books,1,156.81,1565.12,46,3,1.9,Asia
2349,Fitness Tracker,Jewelry,4,56.6,2035.21,3,63,4.9,South America
2350,Baby Stroller,Furniture,4,10.95,1612.43,44,53,4.4,South America
2351,Espresso Machine,Clothing,2,401.01,4421.94,69,16,1.6,Europe
2352,Bookshelf,Clothing,1,146.67,2442.37,70,72,1.1,Africa
2353,Desk Lamp,Furniture,2,321.72,1352.34,88,17,3.8,Africa
2354,4K Projector,Art,4,442.13,1382.2,53,19,2.5,Asia
2355,Wireless Headphones,Jewelry,2,384.53,2410.14,24,42,2.4,Asia
2356,Sofa,Furniture,1,57.81,937.36,20,29,3.3,Europe
2357,Cookware Set,Art,1,297.9,520.22,6,44,4.9,Australia
2358,Board Game,Art,1,494.68,4967.73,74,16,1.5,Australia
2359,Action Figure,Books,1,457.85,100.59,88,54,3.2,Asia
2360,Luggage Set,Clothing,1,335.74,1232.34,66,21,4.1,Europe
2361,Wall Art,Furniture,3,435.08,1779.69,22,33,2.6,Asia
2362,Backpack,Books,2,249.0,3875.68,97,10,4.2,Africa
2363,Leather Jacket,Electronics,3,134.67,3633.26,82,3,1.0,North America
2364,Action Figure,Furniture,2,282.2,4087.01,40,58,4.2,Europe
2365,Sofa,Furniture,3,30.73,2938.11,34,27,4.4,Asia
2366,Mountain Bike,Jewelry,2,104.83,2580.87,81,13,2.6,Australia
2367,Diamond Ring,Clothing,4,285.82,3681.1,2,17,2.0,Africa
2368,E-Reader,Jewelry,1,255.05,320.52,84,19,4.1,South America
2369,Portable Charger,Clothing,2,34.23,2095.76,70,20,2.5,Asia
2370,Smartwatch,Art,4,229.73,568.73,4,13,2.7,Europe
2371,Sneakers,Furniture,1,420.09,3663.88,99,45,3.8,Africa
2372,Baby Stroller,Art,3,116.49,2011.98,10,69,4.3,Australia
2373,Baby Stroller,Jewelry,4,356.1,975.09,48,33,1.2,Africa
2374,Electric Guitar,Electronics,2,304.85,3511.08,60,39,4.3,South America
2375,Luggage Set,Electronics,3,20.05,2366.88,74,44,1.8,Africa
2376,Smart Thermostat,Jewelry,2,93.82,2553.58,68,60,3.6,Europe
2377,Action Figure,Jewelry,1,310.55,1104.25,36,5,1.9,South America
