item_id,item_name,category,item_condition,starting_price,final_price,bids_count,auction_duration,status,predicted_final_price,seller
896,Item_896,Furniture,Used,446,715,7,4 Days,Completed,748,Seller_10
897,Item_897,Furniture,New,378,771,11,2 Days,Completed,772,Seller_10
898,Item_898,Sports,Used,246,594,4,1 Days,Completed,620,Seller_3
899,Item_899,Jewelry,Refurbished,397,644,6,3 Days,Completed,644,Seller_8
900,Item_900,Furniture,Refurbished,145,465,11,6 Days,Completed,454,Seller_10
901,Item_901,Appliances,New,701,887,11,1 Days,Completed,845,Seller_9
902,Item_902,Books,Refurbished,880,1123,17,2 Days,Completed,1130,Seller_4
903,Item_903,Fashion,New,793,1022,20,5 Days,Completed,1061,Seller_5
904,Item_904,Fashion,Refurbished,456,719,9,6 Days,Completed,741,Seller_5
905,Item_905,Electronics,New,317,809,11,4 Days,Completed,823,Seller_7
906,Item_906,Gaming,Used,515,822,1,4 Days,Completed,821,Seller_6
907,Item_907,Jewelry,New,526,758,9,6 Days,Completed,788,Seller_8
908,Item_908,Sports,Used,269,654,3,7 Days,Completed,703,Seller_3
909,Item_909,Art,New,190,640,6,1 Days,Completed,662,Seller_1
910,Item_910,Sports,Refurbished,601,751,3,4 Days,Completed,757,Seller_3
911,Item_911,Jewelry,Refurbished,256,326,2,1 Days,Completed,311,Seller_8
912,Item_912,Books,New,457,848,8,6 Days,Completed,840,Seller_4
913,Item_913,Appliances,Used,338,494,3,2 Days,Completed,530,Seller_9
914,Item_914,Mobiles,Used,613,804,18,3 Days,Completed,802,Seller_2
915,Item_915,Art,Refurbished,647,712,18,3 Days,Completed,748,Seller_1
916,Item_916,Electronics,Used,828,1284,18,4 Days,Completed,1261,Seller_7
917,Item_917,Appliances,Refurbished,222,543,20,7 Days,Completed,579,Seller_9
918,Item_918,Furniture,Refurbished,612,1023,16,4 Days,Completed,990,Seller_10
919,Item_919,Sports,Used,492,885,1,1 Days,Completed,894,Seller_3
920,Item_920,Books,New,652,885,3,7 Days,Completed,900,Seller_4
921,Item_921,Books,Refurbished,644,799,8,4 Days,Completed,777,Seller_4
922,Item_922,Gaming,Used,966,1157,9,1 Days,Completed,1190,Seller_6
923,Item_923,Appliances,Refurbished,938,1107,7,7 Days,Completed,1152,Seller_9
924,Item_924,Sports,New,304,675,5,5 Days,Completed,666,Seller_3
925,Item_925,Furniture,New,963,1218,17,4 Days,Completed,1196,Seller_10
926,Item_926,Sports,New,727,1185,13,2 Days,Completed,1176,Seller_3
927,Item_927,Gaming,Used,780,806,7,3 Days,Completed,838,Seller_6
928,Item_928,Electronics,Used,464,870,16,7 Days,Completed,881,Seller_7
929,Item_929,Art,New,157,573,1,3 Days,Completed,525,Seller_1
930,Item_930,Sports,New,669,1048,6,5 Days,Completed,1030,Seller_3
931,Item_931,Furniture,Used,244,713,15,4 Days,Completed,694,Seller_10
932,Item_932,Books,New,669,1038,17,1 Days,Completed,1066,Seller_4
933,Item_933,Furniture,Refurbished,873,1164,4,2 Days,Completed,1205,Seller_10
934,Item_934,Gaming,Refurbished,377,499,2,2 Days,Completed,473,Seller_6
935,Item_935,Sports,New,948,1113,1,5 Days,Completed,1132,Seller_3
936,Item_936,Art,Used,640,696,11,2 Days,Completed,686,Seller_1
937,Item_937,Books,New,559,981,16,6 Days,Completed,1012,Seller_4
938,Item_938,Art,Refurbished,127,256,7,2 Days,Completed,232,Seller_1
939,Item_939,Furniture,Used,391,873,16,7 Days,Completed,923,Seller_10
940,Item_940,Art,New,901,1085,8,5 Days,Completed,1052,Seller_1
941,Item_941,Fashion,Used,152,217,15,1 Days,Completed,173,Seller_5
942,Item_942,Jewelry,Used,348,727,5,3 Days,Completed,753,Seller_8
943,Item_943,Fashion,Refurbished,240,589,19,5 Days,Completed,567,Seller_5
944,Item_944,Appliances,New,162,541,20,3 Days,Completed,541,Seller_9
945,Item_945,Sports,Used,525,824,2,3 Days,Completed,804,Seller_3
946,Item_946,Sports,New,176,635,15,7 Days,Completed,603,Seller_3
947,Item_947,Art,New,628,1116,1,4 Days,Completed,1160,Seller_1
948,Item_948,Books,Refurbished,545,918,1,1 Days,Completed,894,Seller_4
949,Item_949,Books,Refurbished,190,498,4,4 Days,Completed,483,Seller_4
950,Item_950,Electronics,New,322,622,20,6 Days,Completed,643,Seller_7
951,Item_951,Fashion,Refurbished,468,505,15,4 Days,Completed,510,Seller_5
952,Item_952,Books,Used,956,1242,11,1 Days,Completed,1248,Seller_4
953,Item_953,Sports,Used,601,867,3,1 Days,Completed,841,Seller_3
954,Item_954,Appliances,Used,134,246,7,1 Days,Completed,220,Seller_9
955,Item_955,Furniture,Used,669,818,18,1 Days,Completed,837,Seller_10
956,Item_956,Appliances,New,659,1039,12,6 Days,Completed,1003,Seller_9
957,Item_957,Jewelry,Used,850,1272,5,4 Days,Completed,1273,Seller_8
958,Item_958,Gaming,Used,939,1333,4,6 Days,Completed,1373,Seller_6
959,Item_959,Electronics,Used,685,1082,9,4 Days,Completed,1032,Seller_7
960,Item_960,Fashion,New,891,948,3,5 Days,Completed,924,Seller_5
961,Item_961,Jewelry,Used,134,396,4,6 Days,Completed,433,Seller_8
962,Item_962,Mobiles,Used,764,951,11,2 Days,Completed,905,Seller_2
963,Item_963,Mobiles,New,441,622,11,4 Days,Completed,572,Seller_2
964,Item_964,Art,New,143,474,10,1 Days,Completed,520,Seller_1
965,Item_965,Gaming,Used,501,957,18,6 Days,Completed,947,Seller_6
966,Item_966,Electronics,Refurbished,792,1184,20,4 Days,Completed,1185,Seller_7
967,Item_967,Electronics,Used,105,377,13,5 Days,Completed,360,Seller_7
968,Item_968,Jewelry,Refurbished,882,995,9,6 Days,Completed,1044,Seller_8
969,Item_969,Jewelry,Refurbished,468,597,18,6 Days,Completed,615,Seller_8
970,Item_970,Appliances,Used,140,161,4,1 Days,Completed,164,Seller_9
971,Item_971,Mobiles,Refurbished,581,854,4,6 Days,Completed,902,Seller_2
972,Item_972,Gaming,New,870,1266,15,1 Days,Completed,1221,Seller_6
973,Item_973,Jewelry,New,560,778,3,1 Days,Completed,741,Seller_8
974,Item_974,Gaming,Refurbished,882,1135,2,4 Days,Completed,1143,Seller_6
975,Item_975,Furniture,Used,833,1105,11,4 Days,Completed,1154,Seller_10
976,Item_976,Appliances,Refurbished,280,359,14,2 Days,Completed,339,Seller_9
977,Item_977,Mobiles,Refurbished,381,779,14,1 Days,Completed,827,Seller_2
978,Item_978,Furniture,Used,236,673,12,7 Days,Completed,663,Seller_10
979,Item_979,Books,New,920,1208,13,7 Days,Completed,1206,Seller_4
980,Item_980,Electronics,New,770,853,18,6 Days,Completed,852,Seller_7
981,Item_981,Mobiles,Used,372,496,18,1 Days,Completed,477,Seller_2
982,Item_982,Books,New,790,1112,17,4 Days,Completed,1108,Seller_4
983,Item_983,Art,New,942,1084,5,5 Days,Completed,1073,Seller_1
984,Item_984,Furniture,Refurbished,363,412,18,6 Days,Completed,366,Seller_10
985,Item_985,Appliances,New,559,740,16,2 Days,Completed,721,Seller_9
986,Item_986,Mobiles,New,891,1114,16,5 Days,Completed,1086,Seller_2
987,Item_987,Books,Refurbished,617,795,15,1 Days,Completed,828,Seller_4
988,Item_988,Sports,New,422,887,3,2 Days,Completed,906,Seller_3
989,Item_989,Art,Refurbished,464,570,17,1 Days,Completed,533,Seller_1
990,Item_990,Furniture,Refurbished,363,569,1,5 Days,Completed,554,Seller_10
991,Item_991,Mobiles,Refurbished,826,860,18,4 Days,Completed,863,Seller_2
992,Item_992,Gaming,New,293,415,2,5 Days,Completed,384,Seller_6
993,Item_993,Jewelry,New,964,1201,20,2 Days,Completed,1175,Seller_8
994,Item_994,Appliances,New,109,259,11,4 Days,Completed,235,Seller_9
995,Item_995,Sports,New,171,566,16,5 Days,Completed,537,Seller_3
996,Item_996,Appliances,Refurbished,593,1037,2,1 Days,Completed,1053,Seller_9
997,Item_997,Sports,Refurbished,240,606,2,7 Days,Completed,597,Seller_3
998,Item_998,Appliances,Refurbished,462,557,10,4 Days,Completed,548,Seller_9
999,Item_999,Mobiles,Used,419,532,12,6 Days,Completed,519,Seller_2
1000,Item_1000,Gaming,New,528,834,3,4 Days,Completed,820,Seller_6
1001,Item_1001,Appliances,Refurbished,769,933,17,2 Days,Completed,883,Seller_9
1002,Item_1002,Gaming,Used,604,1055,7,2 Days,Completed,1020,Seller_6
1003,Item_1003,Books,Used,717,1072,5,2 Days,Completed,1037,Seller_4
1004,Item_1004,Sports,New,314,566,10,5 Days,Completed,564,Seller_3
1005,Item_1005,Furniture,Used,354,826,20,2 Days,Completed,801,Seller_10
1006,Item_1006,Sports,Used,921,1098,6,7 Days,Completed,1092,Seller_3
1007,Item_1007,Sports,Used,599,1016,1,6 Days,Completed,1040,Seller_3
1008,Item_1008,Appliances,Used,682,783,19,6 Days,Completed,815,Seller_9
1009,Item_1009,Art,New,649,1059,6,7 Days,Completed,1039,Seller_1
1010,Item_1010,Appliances,Used,548,807,11,7 Days,Completed,771,Seller_9
1011,Item_1011,Mobiles,New,797,1077,20,2 Days,Completed,1086,Seller_2
1012,Item_1012,Appliances,New,904,1193,9,7 Days,Completed,1166,Seller_9
1013,Item_1013,Mobiles,Refurbished,468,932,12,1 Days,Completed,952,Seller_2
1014,Item_1014,Jewelry,Used,904,1390,17,1 Days,Completed,1429,Seller_8
1015,Item_1015,Gaming,Used,659,814,5,3 Days,Completed,785,Seller_6
1016,Item_1016,Art,New,607,758,13,6 Days,Completed,733,Seller_1
1017,Item_1017,Fashion,Refurbished,293,355,20,2 Days,Completed,335,Seller_5
1018,Item_1018,Sports,Refurbished,587,773,4,6 Days,Completed,822,Seller_3
1019,Item_1019,Gaming,New,844,1203,11,7 Days,Completed,1195,Seller_6
1020,Item_1020,Jewelry,Refurbished,575,664,2,7 Days,Completed,671,Seller_8
1021,Item_1021,Art,Used,772,906,15,2 Days,Completed,891,Seller_1
1022,Item_1022,Electronics,New,204,276,3,2 Days,Completed,245,Seller_7
1023,Item_1023,Furniture,Refurbished,579,813,19,2 Days,Completed,838,Seller_10
1024,Item_1024,Gaming,Refurbished,490,788,11,6 Days,Completed,785,Seller_6
1025,Item_1025,Jewelry,New,764,928,4,2 Days,Completed,932,Seller_8
1026,Item_1026,Jewelry,New,935,989,19,4 Days,Completed,994,Seller_8
1027,Item_1027,Books,New,942,1208,11,1 Days,Completed,1217,Seller_4
1028,Item_1028,Fashion,Used,277,672,17,3 Days,Completed,660,Seller_5
1029,Item_1029,Fashion,Used,257,375,9,1 Days,Completed,417,Seller_5
1030,Item_1030,Sports,Used,951,1062,14,7 Days,Completed,1065,Seller_3
1031,Item_1031,Art,Refurbished,327,399,2,6 Days,Completed,423,Seller_1
1032,Item_1032,Appliances,Refurbished,956,1326,17,2 Days,Completed,1316,Seller_9
1033,Item_1033,Books,New,329,363,17,5 Days,Completed,397,Seller_4
1034,Item_1034,Sports,Refurbished,161,330,16,1 Days,Completed,319,Seller_3
1035,Item_1035,Sports,New,187,378,11,3 Days,Completed,353,Seller_3
1036,Item_1036,Appliances,Refurbished,525,830,1,4 Days,Completed,844,Seller_9
1037,Item_1037,Jewelry,New,368,427,15,2 Days,Completed,442,Seller_8
1038,Item_1038,Gaming,Used,252,303,12,2 Days,Completed,289,Seller_6
1039,Item_1039,Books,Refurbished,739,1120,15,6 Days,Completed,1107,Seller_4
1040,Item_1040,Gaming,New,636,1083,12,5 Days,Completed,1113,Seller_6
1041,Item_1041,Books,New,121,536,6,7 Days,Completed,583,Seller_4
1042,Item_1042,Sports,Refurbished,563,1035,1,7 Days,Completed,1035,Seller_3
1043,Item_1043,Electronics,Used,321,638,13,5 Days,Completed,650,Seller_7
1044,Item_1044,Art,Refurbished,759,861,2,6 Days,Completed,830,Seller_1
1045,Item_1045,Appliances,Used,887,950,8,3 Days,Completed,976,Seller_9
1046,Item_1046,Art,Used,681,922,20,6 Days,Completed,878,Seller_1
1047,Item_1047,Sports,New,128,546,11,6 Days,Completed,542,Seller_3
1048,Item_1048,Gaming,New,924,1334,20,5 Days,Completed,1366,Seller_6
1049,Item_1049,Sports,New,769,1084,9,5 Days,Completed,1034,Seller_3
1050,Item_1050,Jewelry,New,718,779,4,2 Days,Completed,807,Seller_8
1051,Item_1051,Fashion,Refurbished,469,671,16,7 Days,Completed,707,Seller_5
1052,Item_1052,Gaming,Refurbished,813,940,13,2 Days,Completed,924,Seller_6
1053,Item_1053,Fashion,Used,678,894,5,2 Days,Completed,860,Seller_5
1054,Item_1054,Sports,Refurbished,870,973,1,3 Days,Completed,981,Seller_3
1055,Item_1055,Fashion,Refurbished,112,249,6,5 Days,Completed,252,Seller_5
1056,Item_1056,Jewelry,Refurbished,765,808,11,1 Days,Completed,831,Seller_8
1057,Item_1057,Books,New,724,1154,13,3 Days,Completed,1116,Seller_4
1058,Item_1058,Books,Refurbished,516,834,2,1 Days,Completed,820,Seller_4
1059,Item_1059,Gaming,New,807,1059,14,2 Days,Completed,1024,Seller_6
1060,Item_1060,Appliances,Used,284,346,13,7 Days,Completed,347,Seller_9
1061,Item_1061,Sports,Used,812,842,20,2 Days,Completed,813,Seller_3
1062,Item_1062,Electronics,Refurbished,684,1036,15,5 Days,Completed,1048,Seller_7
1063,Item_1063,Gaming,New,418,870,18,5 Days,Completed,871,Seller_6
1064,Item_1064,Gaming,New,982,1071,9,7 Days,Completed,1060,Seller_6
1065,Item_1065,Mobiles,Refurbished,634,958,3,1 Days,Completed,920,Seller_2
1066,Item_1066,Sports,New,900,989,9,4 Days,Completed,1009,Seller_3
1067,Item_1067,Gaming,Used,834,886,17,2 Days,Completed,873,Seller_6
1068,Item_1068,Art,New,627,831,6,1 Days,Completed,841,Seller_1
1069,Item_1069,Sports,Refurbished,949,1228,16,6 Days,Completed,1204,Seller_3
1070,Item_1070,Gaming,Refurbished,602,953,20,3 Days,Completed,956,Seller_6
1071,Item_1071,Books,Used,699,777,8,1 Days,Completed,823,Seller_4
1072,Item_1072,Furniture,Used,734,1207,18,4 Days,Completed,1254,Seller_10
1073,Item_1073,Jewelry,Refurbished,355,792,11,3 Days,Completed,831,Seller_8
1074,Item_1074,Books,New,580,1009,2,5 Days,Completed,994,Seller_4
1075,Item_1075,Art,Refurbished,162,578,20,7 Days,Completed,543,Seller_1
1076,Item_1076,Electronics,Refurbished,558,741,2,4 Days,Completed,718,Seller_7
1077,Item_1077,Books,New,733,1191,20,3 Days,Completed,1145,Seller_4
1078,Item_1078,Furniture,Refurbished,330,673,18,1 Days,Completed,668,Seller_10
1079,Item_1079,Furniture,Used,452,468,3,2 Days,Completed,490,Seller_10
1080,Item_1080,Books,Refurbished,763,1041,2,4 Days,Completed,1073,Seller_4
1081,Item_1081,Sports,New,125,196,13,5 Days,Completed,209,Seller_3
1082,Item_1082,Furniture,New,754,975,17,2 Days,Completed,974,Seller_10
1083,Item_1083,Fashion,New,467,541,16,1 Days,Completed,586,Seller_5
1084,Item_1084,Fashion,New,471,711,17,2 Days,Completed,737,Seller_5
1085,Item_1085,Electronics,Used,500,604,10,4 Days,Completed,650,Seller_7
1086,Item_1086,Jewelry,New,145,498,16,7 Days,Completed,448,Seller_8
1087,Item_1087,Books,Used,916,960,18,5 Days,Completed,918,Seller_4
1088,Item_1088,Appliances,New,157,297,11,7 Days,Completed,347,Seller_9
1089,Item_1089,Appliances,Refurbished,612,1101,3,2 Days,Completed,1082,Seller_9
1090,Item_1090,Books,Used,810,1152,7,7 Days,Completed,1187,Seller_4
1091,Item_1091,Sports,New,963,1179,4,4 Days,Completed,1206,Seller_3
1092,Item_1092,Electronics,Used,831,1159,5,7 Days,Completed,1157,Seller_7
1093,Item_1093,Gaming,New,101,140,8,4 Days,Completed,181,Seller_6
1094,Item_1094,Electronics,Used,197,298,7,3 Days,Completed,339,Seller_7
1095,Item_1095,Sports,Refurbished,146,486,6,2 Days,Completed,476,Seller_3
1096,Item_1096,Electronics,New,772,1255,3,6 Days,Completed,1228,Seller_7
1097,Item_1097,Books,Used,493,570,12,3 Days,Completed,614,Seller_4
1098,Item_1098,Appliances,New,435,845,12,1 Days,Completed,847,Seller_9
1099,Item_1099,Appliances,Refurbished,777,989,5,3 Days,Completed,948,Seller_9
1100,Item_1100,Electronics,Used,847,1248,8,5 Days,Completed,1246,Seller_7
1101,Item_1101,Electronics,New,787,1122,14,3 Days,Completed,1089,Seller_7
1102,Item_1102,Gaming,Used,573,773,3,4 Days,Completed,747,Seller_6
1103,Item_1103,Furniture,Refurbished,907,1225,10,6 Days,Completed,1265,Seller_10
1104,Item_1104,Jewelry,New,784,851,1,2 Days,Completed,804,Seller_8
1105,Item_1105,Art,New,420,700,1,3 Days,Completed,741,Seller_1
1106,Item_1106,Gaming,Refurbished,662,815,10,2 Days,Completed,772,Seller_6
1107,Item_1107,Jewelry,Used,716,847,6,1 Days,Completed,798,Seller_8
1108,Item_1108,Appliances,New,913,1116,14,2 Days,Completed,1144,Seller_9
1109,Item_1109,Art,New,253,671,16,4 Days,Completed,655,Seller_1
1110,Item_1110,Electronics,New,815,1082,11,2 Days,Completed,1037,Seller_7
1111,Item_1111,Mobiles,Used,438,460,18,4 Days,Completed,475,Seller_2
1112,Item_1112,Books,Used,125,180,20,4 Days,Completed,229,Seller_4
1113,Item_1113,Mobiles,Refurbished,612,1076,13,6 Days,Completed,1086,Seller_2
1114,Item_1114,Fashion,Used,142,630,8,1 Days,Completed,636,Seller_5
1115,Item_1115,Mobiles,New,833,939,9,6 Days,Completed,927,Seller_2
1116,Item_1116,Sports,Used,142,210,18,1 Days,Completed,195,Seller_3
1117,Item_1117,Mobiles,Used,619,720,15,3 Days,Completed,679,Seller_2
1118,Item_1118,Jewelry,New,659,1062,19,6 Days,Completed,1054,Seller_8
1119,Item_1119,Art,Refurbished,938,1271,3,7 Days,Completed,1298,Seller_1
1120,Item_1120,Sports,Refurbished,311,380,14,1 Days,Completed,368,Seller_3
1121,Item_1121,Jewelry,Refurbished,342,582,4,1 Days,Completed,561,Seller_8
1122,Item_1122,Furniture,Refurbished,811,1030,11,6 Days,Completed,1065,Seller_10
1123,Item_1123,Furniture,New,724,1097,11,5 Days,Completed,1135,Seller_10
1124,Item_1124,Mobiles,New,843,1132,11,6 Days,Completed,1167,Seller_2
1125,Item_1125,Books,Used,268,528,18,6 Days,Completed,501,Seller_4
1126,Item_1126,Mobiles,Used,238,251,6,3 Days,Completed,233,Seller_2
1127,Item_1127,Appliances,Refurbished,466,916,14,3 Days,Completed,901,Seller_9
1128,Item_1128,Gaming,Refurbished,743,792,7,7 Days,Completed,803,Seller_6
1129,Item_1129,Appliances,Used,710,721,8,6 Days,Completed,760,Seller_9
1130,Item_1130,Jewelry,New,528,915,7,1 Days,Completed,925,Seller_8
1131,Item_1131,Art,New,977,1281,2,5 Days,Completed,1291,Seller_1
1132,Item_1132,Gaming,Refurbished,250,579,13,6 Days,Completed,585,Seller_6
1133,Item_1133,Electronics,New,254,657,3,1 Days,Completed,621,Seller_7
1134,Item_1134,Art,Refurbished,563,659,16,1 Days,Completed,616,Seller_1
1135,Item_1135,Electronics,New,989,1276,3,3 Days,Completed,1232,Seller_7
1136,Item_1136,Appliances,Used,114,257,14,6 Days,Completed,245,Seller_9
1137,Item_1137,Art,Used,997,1270,9,7 Days,Completed,1246,Seller_1
1138,Item_1138,Gaming,Refurbished,934,1275,16,5 Days,Completed,1266,Seller_6
1139,Item_1139,Sports,Refurbished,971,1467,3,2 Days,Completed,1517,Seller_3
1140,Item_1140,Jewelry,New,712,1103,15,6 Days,Completed,1145,Seller_8
1141,Item_1141,Mobiles,Used,135,526,10,6 Days,Completed,572,Seller_2
1142,Item_1142,Sports,Used,543,830,1,1 Days,Completed,855,Seller_3
1143,Item_1143,Sports,New,883,1199,16,7 Days,Completed,1206,Seller_3
1144,Item_1144,Gaming,New,306,785,13,5 Days,Completed,780,Seller_6
1145,Item_1145,Electronics,New,423,782,2,4 Days,Completed,760,Seller_7
1146,Item_1146,Art,New,671,987,4,5 Days,Completed,1016,Seller_1
1147,Item_1147,Gaming,Used,715,1198,6,3 Days,Completed,1200,Seller_6
1148,Item_1148,Gaming,New,170,508,11,4 Days,Completed,523,Seller_6
1149,Item_1149,Sports,Used,431,514,5,7 Days,Completed,535,Seller_3
1150,Item_1150,Jewelry,Refurbished,955,1077,8,4 Days,Completed,1071,Seller_8
1151,Item_1151,Furniture,Refurbished,551,840,6,1 Days,Completed,841,Seller_10
1152,Item_1152,Gaming,New,407,607,5,2 Days,Completed,629,Seller_6
1153,Item_1153,Gaming,Refurbished,432,566,6,2 Days,Completed,584,Seller_6
1154,Item_1154,Furniture,Used,640,692,13,5 Days,Completed,691,Seller_10
1155,Item_1155,Furniture,New,120,311,6,2 Days,Completed,327,Seller_10
1156,Item_1156,Gaming,Refurbished,381,493,20,5 Days,Completed,505,Seller_6
1157,Item_1157,Fashion,Refurbished,454,496,8,6 Days,Completed,515,Seller_5
1158,Item_1158,Electronics,Refurbished,974,1072,20,4 Days,Completed,1051,Seller_7
1159,Item_1159,Art,Refurbished,828,1153,5,6 Days,Completed,1106,Seller_1
1160,Item_1160,Appliances,Used,589,900,15,3 Days,Completed,899,Seller_9
1161,Item_1161,Sports,New,304,800,10,5 Days,Completed,773,Seller_3
1162,Item_1162,Furniture,Used,542,930,2,5 Days,Completed,919,Seller_10
1163,Item_1163,Furniture,New,883,1353,4,7 Days,Completed,1397,Seller_10
1164,Item_1164,Art,Refurbished,640,1138,18,7 Days,Completed,1173,Seller_1
1165,Item_1165,Appliances,New,723,954,12,3 Days,Completed,998,Seller_9
1166,Item_1166,Appliances,Refurbished,180,678,13,2 Days,Completed,638,Seller_9
1167,Item_1167,Art,New,870,1327,6,3 Days,Completed,1345,Seller_1
1168,Item_1168,Gaming,Used,861,905,20,6 Days,Completed,868,Seller_6
1169,Item_1169,Gaming,New,809,1270,12,7 Days,Completed,1245,Seller_6
1170,Item_1170,Gaming,Refurbished,750,1118,16,5 Days,Completed,1068,Seller_6
1171,Item_1171,Electronics,Refurbished,951,1204,4,5 Days,Completed,1246,Seller_7
1172,Item_1172,Jewelry,New,214,332,14,7 Days,Completed,323,Seller_8
1173,Item_1173,Electronics,Refurbished,934,1164,6,4 Days,Completed,1170,Seller_7
1174,Item_1174,Jewelry,New,307,758,14,6 Days,Completed,784,Seller_8
1175,Item_1175,Mobiles,Used,571,1063,1,2 Days,Completed,1052,Seller_2
1176,Item_1176,Electronics,Refurbished,606,682,19,2 Days,Completed,654,Seller_7
1177,Item_1177,Art,New,965,981,13,6 Days,Completed,995,Seller_1
1178,Item_1178,Books,Refurbished,199,490,15,5 Days,Completed,525,Seller_4
1179,Item_1179,Fashion,Used,204,625,9,4 Days,Completed,594,Seller_5
1180,Item_1180,Mobiles,Used,449,832,3,2 Days,Completed,848,Seller_2
1181,Item_1181,Furniture,Used,416,468,16,7 Days,Completed,502,Seller_10
1182,Item_1182,Sports,Refurbished,738,900,5,2 Days,Completed,855,Seller_3
1183,Item_1183,Jewelry,New,554,753,7,5 Days,Completed,721,Seller_8
1184,Item_1184,Art,Refurbished,365,862,17,4 Days,Completed,896,Seller_1
1185,Item_1185,Fashion,Refurbished,516,532,6,6 Days,Completed,523,Seller_5
1186,Item_1186,Gaming,Refurbished,440,515,7,1 Days,Completed,531,Seller_6
1187,Item_1187,Electronics,Refurbished,840,924,8,7 Days,Completed,957,Seller_7
1188,Item_1188,Furniture,Refurbished,977,1293,20,5 Days,Completed,1280,Seller_10
1189,Item_1189,Appliances,Refurbished,833,845,2,3 Days,Completed,803,Seller_9
1190,Item_1190,Mobiles,New,813,1064,8,6 Days,Completed,1075,Seller_2
1191,Item_1191,Art,Used,115,168,12,5 Days,Completed,150,Seller_1
1192,Item_1192,Jewelry,New,697,863,20,1 Days,Completed,851,Seller_8
1193,Item_1193,Fashion,Refurbished,994,1439,7,6 Days,Completed,1487,Seller_5
1194,Item_1194,Fashion,Refurbished,589,758,18,1 Days,Completed,713,Seller_5
1195,Item_1195,Fashion,New,390,787,12,5 Days,Completed,802,Seller_5
1196,Item_1196,Jewelry,Used,423,897,18,4 Days,Completed,929,Seller_8
1197,Item_1197,Electronics,New,613,801,13,5 Days,Completed,810,Seller_7
1198,Item_1198,Art,Refurbished,633,1130,12,2 Days,Completed,1167,Seller_1
1199,Item_1199,Appliances,New,774,1165,9,1 Days,Completed,1142,Seller_9
1200,Item_1200,Appliances,Used,871,1264,20,3 Days,Completed,1300,Seller_9
1201,Item_1201,Jewelry,New,276,386,19,4 Days,Completed,434,Seller_8
1202,Item_1202,Appliances,Used,964,1350,5,5 Days,Completed,1327,Seller_9
1203,Item_1203,Art,Refurbished,434,709,12,2 Days,Completed,722,Seller_1
1204,Item_1204,Jewelry,Refurbished,112,206,9,5 Days,Completed,255,Seller_8
1205,Item_1205,Fashion,New,108,340,15,1 Days,Completed,371,Seller_5
1206,Item_1206,Fashion,Refurbished,982,1134,6,7 Days,Completed,1142,Seller_5
1207,Item_1207,Appliances,Used,976,1024,9,7 Days,Completed,1053,Seller_9
1208,Item_1208,Art,Refurbished,619,1084,20,7 Days,Completed,1039,Seller_1
1209,Item_1209,Electronics,Used,843,1337,14,7 Days,Completed,1292,Seller_7
1210,Item_1210,Art,New,885,1374,4,2 Days,Completed,1414,Seller_1
1211,Item_1211,Gaming,Refurbished,216,662,2,1 Days,Completed,613,Seller_6
1212,Item_1212,Sports,New,988,1194,1,1 Days,Completed,1223,Seller_3
1213,Item_1213,Fashion,Used,685,1166,8,1 Days,Completed,1122,Seller_5
1214,Item_1214,Jewelry,Used,262,477,15,2 Days,Completed,489,Seller_8
1215,Item_1215,Sports,New,834,1246,17,6 Days,Completed,1262,Seller_3
1216,Item_1216,Books,New,189,500,17,3 Days,Completed,512,Seller_4
1217,Item_1217,Gaming,New,176,397,12,4 Days,Completed,375,Seller_6
1218,Item_1218,Sports,Refurbished,209,579,16,5 Days,Completed,605,Seller_3
1219,Item_1219,Appliances,New,702,786,13,2 Days,Completed,737,Seller_9
1220,Item_1220,Books,Refurbished,784,953,5,1 Days,Completed,906,Seller_4
1221,Item_1221,Furniture,New,164,307,14,6 Days,Completed,311,Seller_10
1222,Item_1222,Gaming,New,987,998,12,5 Days,Completed,1042,Seller_6
1223,Item_1223,Jewelry,Refurbished,973,1344,5,4 Days,Completed,1376,Seller_8
1224,Item_1224,Gaming,Refurbished,488,603,12,6 Days,Completed,614,Seller_6
1225,Item_1225,Art,Refurbished,172,312,3,3 Days,Completed,288,Seller_1
1226,Item_1226,Fashion,Used,496,878,2,4 Days,Completed,903,Seller_5
1227,Item_1227,Fashion,New,318,751,2,4 Days,Completed,756,Seller_5
1228,Item_1228,Mobiles,New,622,830,12,1 Days,Completed,860,Seller_2
1229,Item_1229,Jewelry,Used,672,1066,15,3 Days,Completed,1038,Seller_8
1230,Item_1230,Jewelry,New,831,1176,20,6 Days,Completed,1155,Seller_8
1231,Item_1231,Sports,Used,913,980,4,2 Days,Completed,1014,Seller_3
1232,Item_1232,Mobiles,Refurbished,580,984,9,3 Days,Completed,1029,Seller_2
1233,Item_1233,Art,Used,755,1184,6,3 Days,Completed,1184,Seller_1
1234,Item_1234,Appliances,New,250,734,4,4 Days,Completed,755,Seller_9
1235,Item_1235,Art,Used,644,798,20,6 Days,Completed,832,Seller_1
1236,Item_1236,Fashion,New,428,446,4,5 Days,Completed,408,Seller_5
1237,Item_1237,Art,Used,546,783,18,4 Days,Completed,785,Seller_1
1238,Item_1238,Sports,Used,204,352,20,6 Days,Completed,318,Seller_3
1239,Item_1239,Mobiles,Used,175,474,20,7 Days,Completed,479,Seller_2
1240,Item_1240,Fashion,New,848,1204,17,6 Days,Completed,1215,Seller_5
1241,Item_1241,Sports,Refurbished,515,912,1,7 Days,Completed,921,Seller_3
